numid,full name,old scientific,genus,species,common,id notes,checked by,,,,,,,,,,,,,,,,,,
91,Sorbus commixta,Sorbus commixta,Sorbus,commixta,NA,,AK,,,,,,,,,,,,,,,,,,
92,Thrinax morrissii,Thrinax morrissii,Thrinax,morrissii,NA,,AK,,,,,,,,,,,,,,,,,,
92,Serenoa repens,Serenoa repens,Serenoa,repens,NA,,AK,,,,,,,,,,,,,,,,,,
92,Byrsonima lucida,Byrsonima lucida,Byrsonima,lucida,NA,,AK,,,,,,,,,,,,,,,,,,
93,Prunus sargentii,Prunus sargentii,Prunus,sargentii,NA,,AK,,,,,,,,,,,,,,,,,,
93,Prunus ssiori,Prunus ssiori,Prunus,ssiori,NA,,AK,,,,,,,,,,,,,,,,,,
94,Ficus thunbergii,Ficus thunbergii,Ficus,thunbergii,NA,,AK,,,,,,,,,,,,,,,,,,
94,Eurya japonica,Eurya japonica,Eurya,japonica,NA,,AK,,,,,,,,,,,,,,,,,,
94,andå Vaccinium bracteatum,andå Vaccinium bracteatum,Vaccinium,bracteatum,NA,"""andA"" was removed",AK,,,,,,,,,,,,,,,,,,
94,Psychotria serpens,Psychotria serpens,Psychotria,serpens,NA,,AK,,,,,,,,,,,,,,,,,,
94,Myrsine seguinii,Myrsine seguinii,Myrsine,seguinii,NA,,AK,,,,,,,,,,,,,,,,,,
94,Diospyros morrisiana,Diospyros morrisiana,Diospyros,morrisiana,NA,,AK,,,,,,,,,,,,,,,,,,
94,Neolitsea sericea,Neolitsea sericea,Neolitsea,sericea,NA,,AK,,,,,,,,,,,,,,,,,,
95,Eurya emarginata,Eurya emarginata,Eurya,emarginata,NA,,AK,,,,,,,,,,,,,,,,,,
96,Acacia collinsii.,Acacia collinsii.,Acacia,collinsii,NA,removed periods from genus and species,AK,,,,,,,,,,,,,,,,,,
97,Billardiera fusiformis,Billardiera fusiformis,Billardiera,fusiformis,NA,,AK,,,,,,,,,,,,,,,,,,
98,Rubia fruticosa,Rubia fruticosa,Rubia,fruticosa,NA,,AK,,,,,,,,,,,,,,,,,,
99,Rubia fruticosa,Rubia fruticosa,Rubia,fruticosa,NA,,AK,,,,,,,,,,,,,,,,,,
100,Ficus microcarpa,Ficus microcarpa,Ficus,microcarpa,NA,,AK,,,,,,,,,,,,,,,,,,
100,Ficus erecta,Ficus erecta,Ficus,erecta,NA,,AK,,,,,,,,,,,,,,,,,,
100,Ficus septica,Ficus septica,Ficus,septica,NA,,AK,,,,,,,,,,,,,,,,,,
100,Ficus benguetensis,Ficus benguetensis,Ficus,benguetensis,NA,,AK,,,,,,,,,,,,,,,,,,
100,Ficus superba,Ficus superba,Ficus,superba,NA,,AK,,,,,,,,,,,,,,,,,,
100,Ficus virgata,Ficus virgata,Ficus,virgata,NA,,AK,,,,,,,,,,,,,,,,,,
100,Morus australis,Morus australis,Morus,australis,NA,,AK,,,,,,,,,,,,,,,,,,
100,Acitnidia ruga,Acitnidia ruga,Acitnidia,ruga,NA,,AK,,,,,,,,,,,,,,,,,,
100,Calophyllum inophyllum,Calophyllum inophyllum,Calophyllum,inophyllum,NA,,AK,,,,,,,,,,,,,,,,,,
100,Elaeagnus glabra,Elaeagnus glabra,Elaeagnus,glabra,NA,,AK,,,,,,,,,,,,,,,,,,
100,Terminalia catappa,Terminalia catappa,Terminalia,catappa,NA,,AK,,,,,,,,,,,,,,,,,,
101,Turraea holstii,Turraea holstii,Turraea,holstii,NA,,,,,,,,,,,,,,,,,,,,
101,Xymalos monospora,Xymalos monospora,Xymalos,monospora,NA,,,,,,,,,,,,,,,,,,,,
101,Psychotria lauracea,Psychotria lauracea,Psychotria,lauracea,NA,,,,,,,,,,,,,,,,,,,,
101,Leptonychia usambarensis,Leptonychia usambarensis,Leptonychia,usambarensis,NA,,,,,,,,,,,,,,,,,,,,
101,Xymalos monospora,Xymalos monospora,Xymalos,monospora,NA,,,,,,,,,,,,,,,,,,,,
102,Annona cherimola,Annona cherimola,Annona,cherimola,NA,,,,,,,,,,,,,,,,,,,,
102,Arctostaphylos glauca,Arctostaphylos glauca,Arctostaphylos,glauca,NA,,,,,,,,,,,,,,,,,,,,
102,Arctostaphylos sp.,Arctostaphylos sp.,Arctostaphylos.,sp.,NA,,,,,,,,,,,,,,,,,,,,
102,Cucumis sp.,Cucumis sp.,Cucumis.,sp.,NA,,,,,,,,,,,,,,,,,,,,
102,Ficus sp.,Ficus sp.,Ficus.,sp.,NA,,,,,,,,,,,,,,,,,,,,
102,Gragaria sp.,Gragaria sp.,Gragaria.,sp.,NA,,,,,,,,,,,,,,,,,,,,
102,Heteromeles arbutifolia,Heteromeles arbutifolia,Heteromeles,arbutifolia,NA,,,,,,,,,,,,,,,,,,,,
102,Lycopersicon esculentum,Lycopersicon esculentum,Lycopersicon,esculentum,NA,,,,,,,,,,,,,,,,,,,,
102,Opuntia littoralis,Opuntia littoralis,Opuntia,littoralis,NA,,,,,,,,,,,,,,,,,,,,
102,Panicum miliaceum,Panicum miliaceum,Panicum,miliaceum,NA,,,,,,,,,,,,,,,,,,,,
102,Phoenix sp.,Phoenix sp.,Phoenix,sp.,NA,,,,,,,,,,,,,,,,,,,,
102,Prosopis glandulosa,Prosopis glandulosa,Prosopis,glandulosa,NA,,,,,,,,,,,,,,,,,,,,
102,Prunus ilicifolia,Prunus ilicifolia,Prunus,ilicifolia,NA,,,,,,,,,,,,,,,,,,,,
102,Prunus sp.,Prunus sp.,Prunus,sp.,NA,,,,,,,,,,,,,,,,,,,,
102,Pyracantha sp.,Pyracantha sp.,Pyracantha,sp.,NA,,,,,,,,,,,,,,,,,,,,
102,Vitis sp.,Vitis sp.,Vitis,sp.,NA,,,,,,,,,,,,,,,,,,,,
103,Lonicera maackii,Lonicera maackii,Lonicera,maackii,NA,,,,,,,,,,,,,,,,,,,,
104,Rhamnus alaternus,Rhamnus alaternus,Rhamnus,alaternus,NA,,,,,,,,,,,,,,,,,,,,
105,Ficus sp.,Ficus sp.,Ficus,sp.,NA,,,,,,,,,,,,,,,,,,,,
105,Aechmea sp.,Aechmea sp.,Aechmea,sp.,NA,,,,,,,,,,,,,,,,,,,,
105,Genipa americana,Genipa americana,Genipa,americana,NA,,,,,,,,,,,,,,,,,,,,
106,kiwifruit (Actinidia chinensis),Actinidia chinensis,Actinidia,chinensis,kiwifruit,,,,,,,,,,,,,,,,,,,,
107,Rubia fruticosa,Rubia fruticosa,Rubia,fruticosa,NA,,,,,,,,,,,,,,,,,,,,
108,Adansonia rubrostipa,Adansonia rubrostipa,Adansonia,rubrostipa,NA,,,,,,,,,,,,,,,,,,,,
109,Ficus montana,Ficus montana,Ficus,montana,NA,,,,,,,,,,,,,,,,,,,,
110,Casearia lasiphylla,Casearia lasiphylla,Casearia,lasiphylla,NA,,,,,,,,,,,,,,,,,,,,
110,Cecropia pachstachya,Cecropia pachstachya,Cecropia,pachstachya,NA,,,,,,,,,,,,,,,,,,,,
110,Ficus obtusifolia,Ficus obtusifolia,Ficus,obtusifolia,NA,,,,,,,,,,,,,,,,,,,,
110,Guazuma ulmifolia,Guazuma ulmifolia,Guazuma,ulmifolia,NA,,,,,,,,,,,,,,,,,,,,
110,Lithraea molleoides,Lithraea molleoides,Lithraea,molleoides,NA,,,,,,,,,,,,,,,,,,,,
110,Myrcia guajavaefolia,Myrcia guajavaefolia,Myrcia,guajavaefolia,NA,,,,,,,,,,,,,,,,,,,,
111,Mauritian ebony (Diospyros egrettarum),Diospyros egrettarum,Diospyros,egrettarum,Mauritian ebony,,,,,,,,,,,,,,,,,,,,
112,Ligustrum robustum,Ligustrum robustum,Ligustrum,robustum,NA,,,,,,,,,,,,,,,,,,,,
112,Clidemia hirta,Clidemia hirta,Clidemia,hirta,NA,,,,,,,,,,,,,,,,,,,,
113,Cordia alba,Cordia alba,Cordia,alba,NA,,,,,,,,,,,,,,,,,,,,
113,Momordica charantia,Momordica charantia,Momordica,charantia,NA,,,,,,,,,,,,,,,,,,,,
113,Pithecellobium dulce,Pithecellobium dulce,Pithecellobium,dulce,NA,,,,,,,,,,,,,,,,,,,,
113,Lycopersicon esculentum,Lycopersicon esculentum,Lycopersicon,esculentum,NA,,,,,,,,,,,,,,,,,,,,
114,Ficus,Ficus,Ficus,pertusa,NA,,,,,,,,,,,,,,,,,,,,
114,Ficus,Ficus,Ficus,perforata,NA,,,,,,,,,,,,,,,,,,,,
115,Berberis empetrifolia,Berberis empetrifolia,Berberis,empetrifolia,NA,,,,,,,,,,,,,,,,,,,,
116,Ormosia macrocalyx,Ormosia macrocalyx,Ormosia,macrocalyx,NA,,,,,,,,,,,,,,,,,,,,
116,Ormosia bopiensi,Ormosia bopiensi,Ormosia,bopiensi,NA,,,,,,,,,,,,,,,,,,,,
117,Prunus jamasakura,Prunus jamasakura,Prunus,jamasakura,NA,,,,,,,,,,,,,,,,,,,,
118,Afamomum excarpum,Afamomum excarpum,Afamomum,excarpum,NA,,,,,,,,,,,,,,,,,,,,
118,Cynometra megalophylla,Cynometra megalophylla,Cynometra,megalophylla,NA,,,,,,,,,,,,,,,,,,,,
118,Dialium guineense,Dialium guineense,Dialium,guineense,NA,,,,,,,,,,,,,,,,,,,,
118,Diospyros mespiliformis,Diospyros mespiliformis,Diospyros,mespiliformis,NA,,,,,,,,,,,,,,,,,,,,
118,Drypetes floribunda,Drypetes floribunda,Drypetes,floribunda,NA,,,,,,,,,,,,,,,,,,,,
118,Keetia sp.,Keetia sp.,Keetia,sp.,NA,,,,,,,,,,,,,,,,,,,,
118,Lannea acida,Lannea acida,Lannea,acida,NA,,,,,,,,,,,,,,,,,,,,
118,Lannea barteri,Lannea barteri,Lannea,barteri,NA,,,,,,,,,,,,,,,,,,,,
118,Lannea welwitschii,Lannea welwitschii,Lannea,welwitschii,NA,,,,,,,,,,,,,,,,,,,,
118,Manilkara obovata,Manilkara obovata,Manilkara,obovata,NA,,,,,,,,,,,,,,,,,,,,
118,Oxyanthus racemosus,Oxyanthus racemosus,Oxyanthus,racemosus,NA,,,,,,,,,,,,,,,,,,,,
118,Parkia biglobosa,Parkia biglobosa,Parkia,biglobosa,NA,,,,,,,,,,,,,,,,,,,,
118,Pouteria alnifolia,Pouteria alnifolia,Pouteria,alnifolia,NA,,,,,,,,,,,,,,,,,,,,
118,Saba senegalensis,Saba senegalensis,Saba,senegalensis,NA,,,,,,,,,,,,,,,,,,,,
118,Sarcocephalus latifoius,Sarcocephalus latifoius,Sarcocephalus,latifoius,NA,,,,,,,,,,,,,,,,,,,,
118,Tamarindus indica,Tamarindus indica,Tamarindus,indica,NA,,,,,,,,,,,,,,,,,,,,
118,Tapura fischeri,Tapura fischeri,Tapura,fischeri,NA,,,,,,,,,,,,,,,,,,,,
118,Uapaca togoensis,Uapaca togoensis,Uapaca,togoensis,NA,,,,,,,,,,,,,,,,,,,,
118,Uvaria chamae,Uvaria chamae,Uvaria,chamae,NA,,,,,,,,,,,,,,,,,,,,
119,Tapirira guianensis,Tapirira guianensis,Tapirira,guianensis,NA,,,,,,,,,,,,,,,,,,,,
119,Rollinia dolabripetala,Rollinia dolabripetala,Rollinia,dolabripetala,NA,,,,,,,,,,,,,,,,,,,,
119,Cecropis hololeuca,Cecropis hololeuca,Cecropis,hololeuca,NA,,,,,,,,,,,,,,,,,,,,
119,Cecropia pachystachya,Cecropia pachystachya,Cecropia,pachystachya,NA,,,,,,,,,,,,,,,,,,,,
119,Pourouma guianensis,Pourouma guianensis,Pourouma,guianensis,NA,,,,,,,,,,,,,,,,,,,,
119,Euphorbiaceae sp.,Euphorbiaceae sp.,NA,NA ,NA,genus and species unknown,,,,,,,,,,,,,,,,,,,
119,Inga thibaudiana,Inga thibaudiana,Inga,thibaudiana,NA,,,,,,,,,,,,,,,,,,,,
119,Inga edulis,Inga edulis,Inga,edulis,NA,,,,,,,,,,,,,,,,,,,,
119,Miconia hypoleuca,Miconia hypoleuca,Miconia,hypoleuca,NA,,,,,,,,,,,,,,,,,,,,
119,Miconia latecrenata,Miconia latecrenata,Miconia,latecrenata,NA,,,,,,,,,,,,,,,,,,,,
119,Miconia lepidota,Miconia lepidota,Miconia,lepidota,NA,,,,,,,,,,,,,,,,,,,,
119,Henriettea saldanhei,Henriettea saldanhei,Henriettea,saldanhei,NA,,,,,,,,,,,,,,,,,,,,
119,Calyptranthes lucida,Calyptranthes lucida,Calyptranthes,lucida,NA,,,,,,,,,,,,,,,,,,,,
119,Myrcia sp.,Myrcia sp.,Myrcia,sp.,NA,,,,,,,,,,,,,,,,,,,,
119,Marlierea sp.,Marlierea sp.,Marlierea,sp.,NA,,,,,,,,,,,,,,,,,,,,
119,Myrtaceae sp.,Myrtaceae sp.,NA,NA,NA,Paper lists the family name Myrtaceae as genus.,,,,,,,,,,,,,,,,,,,
119,Campomanesia eugenioides,Campomanesia eugenioides,Campomanesia,eugenioides,NA,,,,,,,,,,,,,,,,,,,,
119,Passiflora rhamnifolia,Passiflora rhamnifolia,Passiflora,rhamnifolia,NA,,,,,,,,,,,,,,,,,,,,
119,Tocoyena brasiliensis,Tocoyena brasiliensis,Tocoyena,brasiliensis,NA,,,,,,,,,,,,,,,,,,,,
119,Randia sp. POsoqueria latifolia,Randia sp. POsoqueria latifolia,Randia,sp. ,NA,,,,,,,,,,,,,,,,,,,,
119,Randia sp. POsoqueria latifolia,Randia sp. POsoqueria latifolia,Posoqueria,latifolia,NA,,,,,,,,,,,,,,,,,,,,
119,Sarcaulus brasiliensis,Sarcaulus brasiliensis,Sarcaulus,brasiliensis,NA,,,,,,,,,,,,,,,,,,,,
119,Micropholis gardneriana,Micropholis gardneriana,Micropholis,gardneriana,NA,,,,,,,,,,,,,,,,,,,,
120,Crataegus pubescens,Crataegus pubescens,Crataegus,pubescens,NA,,,,,,,,,,,,,,,,,,,,
120,Prunus serÌ_tina,Prunus serÌ_tina,Prunus,serotina,NA,,,,,,,,,,,,,,,,,,,,
120,Salix bonplandiana,Salix bonplandiana,Salix,bonplandiana,NA,,,,,,,,,,,,,,,,,,,,
121,Trewia nudiflora,Trewia nudiflora,Trewia,nudiflora,NA,,,,,,,,,,,,,,,,,,,,
122,Mimusops elengi,Mimusops elengi,Mimusops,elengi,NA,,,,,,,,,,,,,,,,,,,,
122,Diospyros fasciculosa,Diospyros fasciculosa,Diospyros,fasciculosa,NA,,,,,,,,,,,,,,,,,,,,
122,Vitex collina,Vitex collina,Vitex,collina,NA,,,,,,,,,,,,,,,,,,,,
123,Santalum austrocaledonicum,Santalum austrocaledonicum,Santalum,austrocaledonicum,NA,,,,,,,,,,,,,,,,,,,,
124,miro (Prumnopitys ferruginea),Prumnopitys ferruginea,Prumnopitys,ferruginea,miro,,,,,,,,,,,,,,,,,,,,
125,Berberis glaucocarpa,Berberis glaucocarpa,Berberis,glaucocarpa,NA,,,,,,,,,,,,,,,,,,,,
125,Cotoneasterspp.,Cotoneasterspp.,Cotoneaster,sp.,NA,changed Cotoneasterspp. and separated to genus and spp columns,,,,,,,,,,,,,,,,,,,
125,Crataegus monogyna,Crataegus monogyna,Crataegus,monogyna,NA,,,,,,,,,,,,,,,,,,,,
125,Illex aquifolium,Illex aquifolium,Illex,aquifolium,NA,,,,,,,,,,,,,,,,,,,,
125,Leycesteria formosa,Leycesteria formosa,Leycesteria,formosa,NA,,,,,,,,,,,,,,,,,,,,
125,Ligustrum sinense,Ligustrum sinense,Ligustrum,sinense,NA,,,,,,,,,,,,,,,,,,,,
125,Lonicera japonica,Lonicera japonica,Lonicera,japonica,NA,,,,,,,,,,,,,,,,,,,,
125,Passiflora mollissima,Passiflora mollissima,Passiflora,mollissima,NA,,,,,,,,,,,,,,,,,,,,
125,Pyracantha angustifolia,Pyracantha angustifolia,Pyracantha,angustifolia,NA,,,,,,,,,,,,,,,,,,,,
125,Sorbus hupehensis,Sorbus hupehensis,Sorbus,hupehensis,NA,,,,,,,,,,,,,,,,,,,,
125,Coprosma spp.,Coprosma spp.,Coprosma,sp.,NA,changed spp. to sp. ,,,,,,,,,,,,,,,,,,,
125,Prumnopitys ferruginea,Prumnopitys ferruginea,Prumnopitys,ferruginea,NA,,,,,,,,,,,,,,,,,,,,
125,Solanum aviculare,Solanum aviculare,Solanum,aviculare,NA,,,,,,,,,,,,,,,,,,,,
126,Acacia pennatula,Acacia pennatula,Acacia,pennatula,NA,,,,,,,,,,,,,,,,,,,,
126,Enterolobium cyclocarpum,Enterolobium cyclocarpum,Enterolobium,cyclocarpum,NA,,,,,,,,,,,,,,,,,,,,
126,Guazuma ulmifolia,Guazuma ulmifolia,Guazuma,ulmifolia,NA,,,,,,,,,,,,,,,,,,,,
127,Clematoclethra scandens,Clematoclethra scandens,Clematoclethra,scandens,NA,,,,,,,,,,,,,,,,,,,,
127,Actinidia chinensis,Actinidia chinensis,Actinidia,chinensis,NA,,,,,,,,,,,,,,,,,,,,
127,Hovenia dulcis,Hovenia dulcis,Hovenia,dulcis,NA,,,,,,,,,,,,,,,,,,,,
127,Dendrobenthamia japonica,Dendrobenthamia japonica,Dendrobenthamia,japonica,NA,,,,,,,,,,,,,,,,,,,,
128,Ficus insipida,Ficus insipida,Ficus,insipida,NA,,,,,,,,,,,,,,,,,,,,
128,Ficus maxima,Ficus maxima,Ficus,maxima,NA,,,,,,,,,,,,,,,,,,,,
128,Ficus yoponensis,Ficus yoponensis,Ficus,yoponensis,NA,,,,,,,,,,,,,,,,,,,,
128,Ficus nymphiifolia,Ficus nymphiifolia,Ficus,nymphiifolia,NA,,,,,,,,,,,,,,,,,,,,
128,Ficus obtusifolia,Ficus obtusifolia,Ficus,obtusifolia,NA,,,,,,,,,,,,,,,,,,,,
128,Ficus popenoei,Ficus popenoei,Ficus,popenoei,NA,,,,,,,,,,,,,,,,,,,,
129,Banara arguta,Banara arguta,Banara,arguta,NA,,,,,,,,,,,,,,,,,,,,
129,Ocotea dispyrifolia,Ocotea dispyrifolia,Ocotea,dispyrifolia,NA,,,,,,,,,,,,,,,,,,,,
129,Eugenia punicifolia,Eugenia punicifolia,Eugenia,punicifolia,NA,,,,,,,,,,,,,,,,,,,,
129,Cecropia,Cecropia,Cecropia,sp.,NA,"Cecropia was in sp. column, changed to sp.",,,,,,,,,,,,,,,,,,,
130,Cecropia spp.a,Cecropia spp.a,Cecropia.a,sp.,NA,in sp. column changed spp.a to sp.,,,,,,,,,,,,,,,,,,,
130,Duroia duckei,Duroia duckei,Duroia,duckei,NA,,,,,,,,,,,,,,,,,,,,
130,Bactris maraja,Bactris maraja,Bactris,maraja,NA,,,,,,,,,,,,,,,,,,,,
130,Bacins bidentula,Bacins bidentula,Bacins,bidentula,NA,,,,,,,,,,,,,,,,,,,,
130,Crateva tapia,Crateva tapia,Crateva,tapia,NA,,,,,,,,,,,,,,,,,,,,
130,CayaponÌ_a cruegeri,CayaponÌ_a cruegeri,Cayaponi_a,cruegeri,NA,removed Ì from cayaponia,,,,,,,,,,,,,,,,,,,
130,Annona muricata,Annona muricata,Annona,muricata,NA,,,,,,,,,,,,,,,,,,,,
130,Cayaponia tubulosa,Cayaponia tubulosa,Cayaponia,tubulosa,NA,,,,,,,,,,,,,,,,,,,,
130,Genipa spruceana,Genipa spruceana,Genipa,spruceana,NA,,,,,,,,,,,,,,,,,,,,
130,Ternstroemia penduliflora,Ternstroemia penduliflora,Ternstroemia,penduliflora,NA,,,,,,,,,,,,,,,,,,,,
130,Leona glycycarpa,Leona glycycarpa,Leona,glycycarpa,NA,,,,,,,,,,,,,,,,,,,,
130,Dulacia candida,Dulacia candida,Dulacia,candida,NA,,,,,,,,,,,,,,,,,,,,
130,Carica microcarpa,Carica microcarpa,Carica,microcarpa,NA,,,,,,,,,,,,,,,,,,,,
131,mango,mango,Mangifera,indica,NA,changed mango to Mangifera indica,,,,,,,,,,,,,,,,,,,
131,durian,durian,durio,sp.,NA,changed duran to durio sp.,,,,,,,,,,,,,,,,,,,
131,chempedak,chempedak,Artocampus,integer,NA,changed chempedak to Artocarpus integer,,,,,,,,,,,,,,,,,,,
131,rambutan,rambutan,ephelium,lappaceum,NA,changed rambutan to ephelium lappaceum,,,,,,,,,,,,,,,,,,,
131,mangosteen,mangosteen,Garcinia,mangostana,NA,changed mangosteen to Garcinia mangostana,,,,,,,,,,,,,,,,,,,
131,tamarind,tamarind,Tamarindus,indica,NA,changed tamarind to Tamarindus indica,,,,,,,,,,,,,,,,,,,
131,longan,longan,Dimocarpus,longan,NA,changed longan to Dimocarpus longan,,,,,,,,,,,,,,,,,,,
131,dillenia,dillenia,dillenia,sp.,NA,changed dillenia in sp column to sp.,,,,,,,,,,,,,,,,,,,
131,papapya,papapya,Carica,papapya,NA,changed genus from papaya to Carica,,,,,,,,,,,,,,,,,,,
132,Corema album,Corema album,Corema,album,NA,,,,,,,,,,,,,,,,,,,,
132,Pyrus bourgaeana,Pyrus bourgaeana,Pyrus,bourgaeana,NA,,,,,,,,,,,,,,,,,,,,
132,Rubus ulmifolius,Rubus ulmifolius,Rubus,ulmifolius,NA,,,,,,,,,,,,,,,,,,,,
133,Genipa americana,Genipa americana,Genipa,americana,NA,,,,,,,,,,,,,,,,,,,,
133,Jacaratia spinosa,Jacaratia spinosa,Jacaratia,spinosa,NA,,,,,,,,,,,,,,,,,,,,
134,Dimocarpus longan,Dimocarpus longan,Dimocarpus,longan,NA,,,,,,,,,,,,,,,,,,,,
134,Carica papaya,Carica papaya,Carica,papaya,NA,,,,,,,,,,,,,,,,,,,,
134,Manilkara zapota,Manilkara zapota,Manilkara,zapota,NA,,,,,,,,,,,,,,,,,,,,
135,Psidium guajava,Psidium guajava,Psidium,guajava,NA,,,,,,,,,,,,,,,,,,,,
135,Melia azedarach,Melia azedarach,Melia,azedarach,NA,,,,,,,,,,,,,,,,,,,,
135,Eriobotrya japonica,Eriobotrya japonica,Eriobotrya,japonica,NA,,,,,,,,,,,,,,,,,,,,
135,Morus alba,Morus alba,Morus,alba,NA,,,,,,,,,,,,,,,,,,,,
135,Epomophorus wahlbergi,Epomophorus wahlbergi,Epomophorus,wahlbergi,NA,,,,,,,,,,,,,,,,,,,,
136,Solanum giganteum,Solanum giganteum,Solanum,giganteum,NA,,,,,,,,,,,,,,,,,,,,
136,Solanum mauritianum,Solanum mauritianum,Solanum,mauritianum,NA,,,,,,,,,,,,,,,,,,,,
137,Psittacanthus schiedeanus,Psittacanthus schiedeanus,Psittacanthus,schiedeanus,NA,,,,,,,,,,,,,,,,,,,,
138,Solanum giganteum,Solanum giganteum,Solanum,giganteum,NA,,,,,,,,,,,,,,,,,,,,
138,Syzygium cordatum,Syzygium cordatum,Syzygium,cordatum,NA,,,,,,,,,,,,,,,,,,,,
138,Bridelia micrantha,Bridelia micrantha,Bridelia,micrantha,NA,,,,,,,,,,,,,,,,,,,,
138,Celtis africana,Celtis africana,Celtis,africana,NA,,,,,,,,,,,,,,,,,,,,
138,Clerodendrum glabrum,Clerodendrum glabrum,Clerodendrum,glabrum,NA,,,,,,,,,,,,,,,,,,,,
138,Ficus lutea,Ficus lutea,Ficus,lutea,NA,,,,,,,,,,,,,,,,,,,,
138,Ficus natalensis,Ficus natalensis,Ficus,natalensis,NA,,,,,,,,,,,,,,,,,,,,
138,Ficus petersii,Ficus petersii,Ficus,petersii,NA,,,,,,,,,,,,,,,,,,,,
138,Ficus sur,Ficus sur,Ficus,sur,NA,,,,,,,,,,,,,,,,,,,,
138,Grewia occidentalis,Grewia occidentalis,Grewia,occidentalis,NA,,,,,,,,,,,,,,,,,,,,
138,Mimusops caffra,Mimusops caffra,Mimusops,caffra,NA,,,,,,,,,,,,,,,,,,,,
138,Rhamnus prinoides,Rhamnus prinoides,Rhamnus,prinoides,NA,,,,,,,,,,,,,,,,,,,,
139,Genipa americana,Genipa americana,Genipa,americana,NA,,,,,,,,,,,,,,,,,,,,
139,Sciadodendron excelsum,Sciadodendron excelsum,Sciadodendron,excelsum,NA,,,,,,,,,,,,,,,,,,,,
139,Trichilia martiana,Trichilia martiana,Trichilia,martiana,NA,,,,,,,,,,,,,,,,,,,,
139,Acacia collinsii,Acacia collinsii,Acacia,collinsii,NA,,,,,,,,,,,,,,,,,,,,
139,Casearia arguta,Casearia arguta,Casearia,arguta,NA,,,,,,,,,,,,,,,,,,,,
140,Aframomum angustifolium,Aframomum angustifolium,Aframomum,angustifolium,NA,,,,,,,,,,,,,,,,,,,,
140,Bridelia speciosa,Bridelia speciosa,Bridelia,speciosa,NA,,,,,,,,,,,,,,,,,,,,
140,Ficus spp.,Ficus spp.,Ficus.,sp.,NA,changed spp. to sp.,,,,,,,,,,,,,,,,,,,
140,Harungana madagascariensis,Harungana madagascariensis,Harungana,madagascariensis,NA,,,,,,,,,,,,,,,,,,,,
140,Landophia sp,Landophia sp,Landophia,sp.,NA,changed sp to sp.,,,,,,,,,,,,,,,,,,,
140,Leea guineensis,Leea guineensis,Leea,guineensis,NA,,,,,,,,,,,,,,,,,,,,
140,Rytigynia umbellulata,Rytigynia umbellulata,Rytigynia,umbellulata,NA,,,,,,,,,,,,,,,,,,,,
141,Antidesma venosum,Antidesma venosum,Antidesma,venosum,NA,,,,,,,,,,,,,,,,,,,,
141,Bridelia micrantha,Bridelia micrantha,Bridelia,micrantha,NA,,,,,,,,,,,,,,,,,,,,
141,Celtis africana,Celtis africana,Celtis,africana,NA,,,,,,,,,,,,,,,,,,,,
141,Clerodendrum glabrum,Clerodendrum glabrum,Clerodendrum,glabrum,NA,,,,,,,,,,,,,,,,,,,,
141,Croton sylvaticus,Croton sylvaticus,Croton,sylvaticus,NA,,,,,,,,,,,,,,,,,,,,
141,Harpephyllum caffrum,Harpephyllum caffrum,Harpephyllum,caffrum,NA,,,,,,,,,,,,,,,,,,,,
141,Phoenix reclinata,Phoenix reclinata,Phoenix,reclinata,NA,,,,,,,,,,,,,,,,,,,,
141,Protorhus longifolia,Protorhus longifolia,Protorhus,longifolia,NA,,,,,,,,,,,,,,,,,,,,
141,Rapanea melanophloeos,Rapanea melanophloeos,Rapanea,melanophloeos,NA,,,,,,,,,,,,,,,,,,,,
141,Schinus terebinthifolius,Schinus terebinthifolius,Schinus,terebinthifolius,NA,,,,,,,,,,,,,,,,,,,,
141,Serasia rehmanniana,Serasia rehmanniana,Serasia,rehmanniana,NA,,,,,,,,,,,,,,,,,,,,
141,Searsia chirindensis,Searsia chirindensis,Searsia,chirindensis,NA,,,,,,,,,,,,,,,,,,,,
141,Shirakiopsis elliptica,Shirakiopsis elliptica,Shirakiopsis,elliptica,NA,,,,,,,,,,,,,,,,,,,,
141,Syzgium cordatum,Syzgium cordatum,Syzgium,cordatum,NA,,,,,,,,,,,,,,,,,,,,
141,Syzygium paniculata,Syzygium paniculata,Syzygium,paniculata,NA,,,,,,,,,,,,,,,,,,,,
141,Trema orientalis,Trema orientalis,Trema,orientalis,NA,,,,,,,,,,,,,,,,,,,,
142,Morus nigraå L.,Morus nigraå L.,Morus,nigra,NA,"took off ""å L."" from genus and sp.",,,,,,,,,,,,,,,,,,,
142,Psidium guajava L.,Psidium guajava L.,Psidium,guajava,NA,took off period from genus and L. from sp.,,,,,,,,,,,,,,,,,,,
142,Piper amalago L.,Piper amalago L.,Piper,amalago,NA,took off period from genus and L. from sp.,,,,,,,,,,,,,,,,,,,
142,Passiflora edulis Sims,Passiflora edulis Sims,Passiflora,edulis Sims,NA,,,,,,,,,,,,,,,,,,,,
142,Cecropia pachystachya TrÌ©cul,Cecropia pachystachya TrÌ©cul,Cecropia,pachystachya trecul,NA,"took off ""Ì©cul"" from Cecropia and changed TrÌ©cul to trecul",,,,,,,,,,,,,,,,,,,
143,Solanum mauritianum,Solanum mauritianum,Solanum,mauritianum,NA,,,,,,,,,,,,,,,,,,,,
143,Cinnamomum camphora,Cinnamomum camphora,Cinnamomum,camphora,NA,,,,,,,,,,,,,,,,,,,,
