"","Genus","Species","Abbrev","Infraspecific","ID","Plant.Name.Index","TPL_version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific","Authority","New.ID","Typo","WFormat"
"505","Prunus","sp.",NA,"","",FALSE,"1.1","","","Prunus","","sp.","","","",FALSE,FALSE
"506","Pyracantha","sp.",NA,"","",FALSE,"1.1","","","Pyracantha","","sp.","","","",FALSE,FALSE
"507","Vitis","sp.",NA,"","",FALSE,"1.1","","","Vitis","","sp.","","","",FALSE,FALSE
"508","Lonicera","maackii",NA,"","tro-6000471",TRUE,"1.1","Accepted","Caprifoliaceae","Lonicera","","maackii","","(Rupr.) Maxim.","tro-6000471",FALSE,FALSE
"509","Rhamnus","alaternus",NA,"","kew-2525844",TRUE,"1.1","Accepted","Rhamnaceae","Rhamnus","","alaternus","","L.","kew-2525844",FALSE,FALSE
"510","Ficus","sp.",NA,"","",FALSE,"1.1","","","Ficus","","sp.","","","",FALSE,FALSE
"511","Aechmea","sp.",NA,"","",FALSE,"1.1","","","Aechmea","","sp.","","","",FALSE,FALSE
"512","Genipa","americana",NA,"","kew-89085",TRUE,"1.1","Accepted","Rubiaceae","Genipa","","americana","","L.","kew-89085",FALSE,FALSE
"513","Actinidia","chinensis",NA,"","kew-2620644",TRUE,"1.1","Accepted","Actinidiaceae","Actinidia","","chinensis","","Planch.","kew-2620644",FALSE,FALSE
"514","Rubia","fruticosa",NA,"","kew-180273",TRUE,"1.1","Accepted","Rubiaceae","Rubia","","fruticosa","","Aiton","kew-180273",FALSE,FALSE
"515","Adansonia","rubrostipa",NA,"","kew-2621148",TRUE,"1.1","Synonym","Malvaceae","Adansonia","","fony","rubrostipa","var.","kew-2621137",FALSE,FALSE
"516","Ficus","montana",NA,"","kew-2811382",TRUE,"1.1","Accepted","Moraceae","Ficus","","montana","","Burm.f.","kew-2811382",FALSE,FALSE
"517","Casearia","lasiphylla",NA,"","kew-4702204",TRUE,"1.1","Accepted","Salicaceae","Casearia","","lasiophylla","","Eichler","kew-4702204",TRUE,FALSE
"518","Cecropia","pachstachya",NA,"","kew-2707092",TRUE,"1.1","Accepted","Urticaceae","Cecropia","","pachystachya","","Trécul","kew-2707092",TRUE,FALSE
"519","Ficus","obtusifolia",NA,"","kew-2811522",TRUE,"1.1","Accepted","Moraceae","Ficus","","obtusifolia","","Kunth","kew-2811522",FALSE,FALSE
"520","Guazuma","ulmifolia",NA,"","kew-2834705",TRUE,"1.1","Accepted","Malvaceae","Guazuma","","ulmifolia","","Lam.","kew-2834705",FALSE,FALSE
"521","Lithraea","molleoides",NA,"","kew-2342605",TRUE,"1.1","Accepted","Anacardiaceae","Lithraea","","molleoides","","(Vell.) Engl.","kew-2342605",FALSE,FALSE
"522","Myrcia","guajavaefolia",NA,"","",FALSE,"1.1","","","Myrcia","","guajavaefolia","","","",FALSE,FALSE
"523","Diospyros","egrettarum",NA,"","kew-2769651",TRUE,"1.1","Accepted","Ebenaceae","Diospyros","","egrettarum","","I.Richardson","kew-2769651",FALSE,FALSE
"524","Ligustrum","robustum",NA,"","kew-354127",TRUE,"1.1","Accepted","Oleaceae","Ligustrum","","robustum","","(Roxb.) Blume","kew-354127",FALSE,FALSE
"525","Clidemia","hirta",NA,"","tro-20302133",TRUE,"1.1","Accepted","Melastomataceae","Clidemia","","hirta","","(L.) D. Don","tro-20302133",FALSE,FALSE
"526","Cordia","alba",NA,"","kew-2736524",TRUE,"1.1","Accepted","Boraginaceae","Cordia","","alba","","(Jacq.) Roem. & Schult.","kew-2736524",FALSE,FALSE
"527","Momordica","charantia",NA,"","kew-2372864",TRUE,"1.1","Accepted","Cucurbitaceae","Momordica","","charantia","","L.","kew-2372864",FALSE,FALSE
"528","Pithecellobium","dulce",NA,"","ild-243",TRUE,"1.1","Accepted","Leguminosae","Pithecellobium","","dulce","","(Roxb.) Benth.","ild-243",FALSE,FALSE
"529","Lycopersicon","esculentum",NA,"","tro-29602513",TRUE,"1.1","Accepted","Solanaceae","Lycopersicon","","esculentum","","Mill.","tro-29602513",FALSE,FALSE
"530","Ficus","pertusa",NA,"","kew-2811707",TRUE,"1.1","Accepted","Moraceae","Ficus","","pertusa","","L.f.","kew-2811707",FALSE,FALSE
"531","Ficus","perforata",NA,"","kew-2811694",TRUE,"1.1","Synonym","Moraceae","Ficus","","americana","","Aubl.","kew-2809441",FALSE,FALSE
"532","Berberis","empetrifolia",NA,"","kew-2673747",TRUE,"1.1","Accepted","Berberidaceae","Berberis","","empetrifolia","","Lam.","kew-2673747",FALSE,FALSE
"533","Ormosia","macrocalyx",NA,"","ild-14599",TRUE,"1.1","Accepted","Leguminosae","Ormosia","","macrocalyx","","Ducke","ild-14599",FALSE,FALSE
"534","Ormosia","bopiensi",NA,"","ild-14579",TRUE,"1.1","Accepted","Leguminosae","Ormosia","","bopiensis","","J.F.Macbr.","ild-14579",TRUE,FALSE
"535","Prunus","jamasakura",NA,"","rjp-25981",TRUE,"1.1","Synonym","Rosaceae","Cerasus","","jamasakura","jamasakura","","rjp-36799",FALSE,FALSE
"536","Afamomum","excarpum",NA,"","",FALSE,"1.1","","","Afamomum","","excarpum","","","",FALSE,FALSE
"537","Cynometra","megalophylla",NA,"","ild-1243",TRUE,"1.1","Accepted","Leguminosae","Cynometra","","megalophylla","","Harms","ild-1243",FALSE,FALSE
"538","Dialium","guineense",NA,"","ild-1307",TRUE,"1.1","Accepted","Leguminosae","Dialium","","guineense","","Willd.","ild-1307",FALSE,FALSE
"539","Diospyros","mespiliformis",NA,"","kew-2770144",TRUE,"1.1","Accepted","Ebenaceae","Diospyros","","mespiliformis","","Hochst. ex A.DC.","kew-2770144",FALSE,FALSE
"540","Drypetes","floribunda",NA,"","kew-64863",TRUE,"1.1","Accepted","Putranjivaceae","Drypetes","","floribunda","","(Müll.Arg.) Hutch.","kew-64863",FALSE,FALSE
"541","Keetia","sp.",NA,"","",FALSE,"1.1","","","Keetia","","sp.","","","",FALSE,FALSE
"542","Lannea","acida",NA,"","kew-2340805",TRUE,"1.1","Accepted","Anacardiaceae","Lannea","","acida","","A.Rich.","kew-2340805",FALSE,FALSE
"543","Lannea","barteri",NA,"","kew-2340833",TRUE,"1.1","Accepted","Anacardiaceae","Lannea","","barteri","","(Oliv.) Engl.","kew-2340833",FALSE,FALSE
"544","Lannea","welwitschii",NA,"","kew-2340792",TRUE,"1.1","Accepted","Anacardiaceae","Lannea","","welwitschii","","(Hiern) Engl.","kew-2340792",FALSE,FALSE
"545","Manilkara","obovata",NA,"","kew-120222",TRUE,"1.1","Accepted","Sapotaceae","Manilkara","","obovata","","(Sabine & G.Don) J.H.Hemsl.","kew-120222",FALSE,FALSE
"546","Oxyanthus","racemosus",NA,"","kew-144985",TRUE,"1.1","Accepted","Rubiaceae","Oxyanthus","","racemosus","","(Schumach. & Thonn.) Keay","kew-144985",FALSE,FALSE
"547","Parkia","biglobosa",NA,"","ild-25404",TRUE,"1.1","Accepted","Leguminosae","Parkia","","biglobosa","","(Jacq.) G.Don","ild-25404",FALSE,FALSE
"548","Pouteria","alnifolia",NA,"","kew-163901",TRUE,"1.1","Accepted","Sapotaceae","Pouteria","","alnifolia","","(Baker) Roberty","kew-163901",FALSE,FALSE
"549","Saba","senegalensis",NA,"","kew-181006",TRUE,"1.1","Accepted","Apocynaceae","Saba","","senegalensis","","(A.DC.) Pichon","kew-181006",FALSE,FALSE
"550","Sarcocephalus","latifoius",NA,"","kew-184881",TRUE,"1.1","Accepted","Rubiaceae","Sarcocephalus","","latifolius","","(Sm.) E.A.Bruce","kew-184881",TRUE,FALSE
"551","Tamarindus","indica",NA,"","ild-1720",TRUE,"1.1","Accepted","Leguminosae","Tamarindus","","indica","","L.","ild-1720",FALSE,FALSE
"552","Tapura","fischeri",NA,"","kew-2431580",TRUE,"1.1","Accepted","Dichapetalaceae","Tapura","","fischeri","","Engl.","kew-2431580",FALSE,FALSE
"553","Uapaca","togoensis",NA,"","kew-209671",TRUE,"1.1","Accepted","Phyllanthaceae","Uapaca","","togoensis","","Pax","kew-209671",FALSE,FALSE
"554","Uvaria","chamae",NA,"","kew-2447564",TRUE,"1.1","Accepted","Annonaceae","Uvaria","","chamae","","P.Beauv.","kew-2447564",FALSE,FALSE
"555","Tapirira","guianensis",NA,"","kew-2436204",TRUE,"1.1","Accepted","Anacardiaceae","Tapirira","","guianensis","","Aubl.","kew-2436204",FALSE,FALSE
"556","Rollinia","dolabripetala",NA,"","kew-2422325",TRUE,"1.1","Accepted","Annonaceae","Rollinia","","dolabripetala","","(Raddi) G.Don","kew-2422325",FALSE,FALSE
"557","Cecropis","hololeuca",NA,"","",FALSE,"1.1","","","Cecropis","","hololeuca","","","",FALSE,FALSE
"558","Cecropia","pachystachya",NA,"","kew-2707092",TRUE,"1.1","Accepted","Urticaceae","Cecropia","","pachystachya","","Trécul","kew-2707092",FALSE,FALSE
"559","Pourouma","guianensis",NA,"","kew-2408770",TRUE,"1.1","Accepted","Urticaceae","Pourouma","","guianensis","","Aubl.","kew-2408770",FALSE,FALSE
"560","NA","na",NA,"","",FALSE,"1.1","","","NA","","na","","","",FALSE,FALSE
"561","Inga","thibaudiana",NA,"","ild-12252",TRUE,"1.1","Accepted","Leguminosae","Inga","","thibaudiana","","DC.","ild-12252",FALSE,FALSE
"562","Inga","edulis",NA,"","ild-221",TRUE,"1.1","Accepted","Leguminosae","Inga","","edulis","","Mart.","ild-221",FALSE,FALSE
"563","Miconia","hypoleuca",NA,"","tro-20301106",TRUE,"1.1","Accepted","Melastomataceae","Miconia","","hypoleuca","","(Benth.) Triana","tro-20301106",FALSE,FALSE
"564","Miconia","latecrenata",NA,"","tro-50172707",TRUE,"1.1","Accepted","Melastomataceae","Miconia","","latecrenata","","(DC.) Naudin","tro-50172707",FALSE,FALSE
"565","Miconia","lepidota",NA,"","tro-20301138",TRUE,"1.1","Accepted","Melastomataceae","Miconia","","lepidota","","Schrank & Mart. ex DC.","tro-20301138",FALSE,FALSE
"566","Henriettea","saldanhei",NA,"","tro-50308097",TRUE,"1.1","Accepted","Melastomataceae","Henriettea","","saldanhaei","","Cogn.","tro-50308097",TRUE,FALSE
"567","Calyptranthes","lucida",NA,"","kew-32444",TRUE,"1.1","Accepted","Myrtaceae","Calyptranthes","","lucida","","Mart. ex DC.","kew-32444",FALSE,FALSE
"568","Myrcia","sp.",NA,"","",FALSE,"1.1","","","Myrcia","","sp.","","","",FALSE,FALSE
"569","Marlierea","sp.",NA,"","",FALSE,"1.1","","","Marlierea","","sp.","","","",FALSE,FALSE
"570","NA","na",NA,"","",FALSE,"1.1","","","NA","","na","","","",FALSE,FALSE
"571","Campomanesia","eugenioides",NA,"","kew-33159",TRUE,"1.1","Accepted","Myrtaceae","Campomanesia","","eugenioides","","(Cambess.) D.Legrand ex Landrum","kew-33159",FALSE,FALSE
"572","Passiflora","rhamnifolia",NA,"","tro-24201257",TRUE,"1.1","Accepted","Passifloraceae","Passiflora","","rhamnifolia","","Mast.","tro-24201257",FALSE,FALSE
"573","Tocoyena","brasiliensis",NA,"","kew-206896",TRUE,"1.1","Accepted","Rubiaceae","Tocoyena","","brasiliensis","","Mart.","kew-206896",FALSE,FALSE
"574","Randia","sp.",NA,"","",FALSE,"1.1","","","Randia","","sp.","","","",FALSE,FALSE
"575","Posoqueria","latifolia",NA,"","kew-163583",TRUE,"1.1","Accepted","Rubiaceae","Posoqueria","","latifolia","","(Rudge) Schult.","kew-163583",FALSE,FALSE
"576","Sarcaulus","brasiliensis",NA,"","kew-184850",TRUE,"1.1","Accepted","Sapotaceae","Sarcaulus","","brasiliensis","","(A.DC.) Eyma","kew-184850",FALSE,FALSE
"577","Micropholis","gardneriana",NA,"","kew-127539",TRUE,"1.1","Accepted","Sapotaceae","Micropholis","","gardneriana","","(A.DC.) Pierre","kew-127539",FALSE,FALSE
"578","Crataegus","pubescens",NA,"","rjp-1714",TRUE,"1.1","Synonym","Rosaceae","Crataegus","","orientalis","presliana","K.I.Chr.","rjp-2856",FALSE,FALSE
"579","Prunus","serotina",NA,"","rjp-256",TRUE,"1.1","Accepted","Rosaceae","Prunus","","serotina","","Ehrh.","rjp-256",FALSE,FALSE
"580","Salix","bonplandiana",NA,"","kew-5001737",TRUE,"1.1","Accepted","Salicaceae","Salix","","bonplandiana","","Kunth","kew-5001737",FALSE,FALSE
"581","Trewia","nudiflora",NA,"","",FALSE,"1.1","","","Trewia","","nudiflora","","","",FALSE,FALSE
"582","Mimusops","elengi",NA,"","kew-128461",TRUE,"1.1","Accepted","Sapotaceae","Mimusops","","elengi","","L.","kew-128461",FALSE,FALSE
"583","Diospyros","fasciculosa",NA,"","kew-2769706",TRUE,"1.1","Accepted","Ebenaceae","Diospyros","","fasciculosa","","(F.Muell.) F.Muell.","kew-2769706",FALSE,FALSE
"584","Vitex","collina",NA,"","kew-213393",TRUE,"1.1","Accepted","Lamiaceae","Vitex","","collina","","(Montrouz.) Beauvis.","kew-213393",FALSE,FALSE
"585","Santalum","austrocaledonicum",NA,"","tro-50198283",TRUE,"1.1","Unresolved","Santalaceae","Santalum","","austrocaledonicum","","Vieill.","tro-50198283",FALSE,FALSE
"586","Prumnopitys","ferruginea",NA,"","kew-2570230",TRUE,"1.1","Accepted","Podocarpaceae","Prumnopitys","","ferruginea","","(G.Benn. ex D.Don) de Laub.","kew-2570230",FALSE,FALSE
"587","Berberis","glaucocarpa",NA,"","kew-2673827",TRUE,"1.1","Accepted","Berberidaceae","Berberis","","glaucocarpa","","Stapf","kew-2673827",FALSE,FALSE
"588","Cotoneaster","sp.",NA,"","",FALSE,"1.1","","","Cotoneaster","","sp.","","","",FALSE,FALSE
"589","Crataegus","monogyna",NA,"","rjp-49",TRUE,"1.1","Accepted","Rosaceae","Crataegus","","monogyna","","Jacq.","rjp-49",FALSE,FALSE
"590","Illex","aquifolium",NA,"","",FALSE,"1.1","","","Illex","","aquifolium","","","",FALSE,FALSE
"591","Leycesteria","formosa",NA,"","kew-2337367",TRUE,"1.1","Accepted","Caprifoliaceae","Leycesteria","","formosa","","Wall.","kew-2337367",FALSE,FALSE
"592","Ligustrum","sinense",NA,"","kew-353849",TRUE,"1.1","Accepted","Oleaceae","Ligustrum","","sinense","","Lour.","kew-353849",FALSE,FALSE
"593","Lonicera","japonica",NA,"","kew-2339716",TRUE,"1.1","Accepted","Caprifoliaceae","Lonicera","","japonica","","Thunb.","kew-2339716",FALSE,FALSE
"594","Passiflora","mollissima",NA,"","kew-2560473",TRUE,"1.1","Accepted","Passifloraceae","Passiflora","","mollissima","","(Kunth) L.H.Bailey","kew-2560473",FALSE,FALSE
"595","Pyracantha","angustifolia",NA,"","rjp-6005",TRUE,"1.1","Accepted","Rosaceae","Pyracantha","","angustifolia","","(Franch.) C.K.Schneid.","rjp-6005",FALSE,FALSE
"596","Sorbus","hupehensis",NA,"","rjp-6910",TRUE,"1.1","Synonym","Rosaceae","Sorbus","","discolor","","(Maxim.) Hedl.","rjp-44240",FALSE,FALSE
"597","Coprosma","sp.",NA,"","",FALSE,"1.1","","","Coprosma","","sp.","","","",FALSE,FALSE
"598","Prumnopitys","ferruginea",NA,"","kew-2570230",TRUE,"1.1","Accepted","Podocarpaceae","Prumnopitys","","ferruginea","","(G.Benn. ex D.Don) de Laub.","kew-2570230",FALSE,FALSE
"599","Solanum","aviculare",NA,"","tro-29600097",TRUE,"1.1","Accepted","Solanaceae","Solanum","","aviculare","","G. Forst.","tro-29600097",FALSE,FALSE
"600","Acacia","pennatula",NA,"","ild-19908",TRUE,"1.1","Accepted","Leguminosae","Acacia","","pennatula","","(Schltdl. & Cham.) Benth.","ild-19908",FALSE,FALSE
"601","Enterolobium","cyclocarpum",NA,"","ild-41453",TRUE,"1.1","Accepted","Leguminosae","Enterolobium","","cyclocarpum","","(Jacq.) Griseb.","ild-41453",FALSE,FALSE
"602","Guazuma","ulmifolia",NA,"","kew-2834705",TRUE,"1.1","Accepted","Malvaceae","Guazuma","","ulmifolia","","Lam.","kew-2834705",FALSE,FALSE
"603","Clematoclethra","scandens",NA,"","kew-2727067",TRUE,"1.1","Accepted","Actinidiaceae","Clematoclethra","","scandens","","(Franch.) Maxim.","kew-2727067",FALSE,FALSE
"604","Actinidia","chinensis",NA,"","kew-2620644",TRUE,"1.1","Accepted","Actinidiaceae","Actinidia","","chinensis","","Planch.","kew-2620644",FALSE,FALSE
"605","Hovenia","dulcis",NA,"","kew-2853957",TRUE,"1.1","Accepted","Rhamnaceae","Hovenia","","dulcis","","Thunb.","kew-2853957",FALSE,FALSE
"606","Dendrobenthamia","japonica",NA,"","kew-56951",TRUE,"1.1","Synonym","Cornaceae","Cornus","","kousa","kousa","","kew-47418",FALSE,FALSE
"607","Ficus","insipida",NA,"","kew-2810868",TRUE,"1.1","Accepted","Moraceae","Ficus","","insipida","","Willd.","kew-2810868",FALSE,FALSE
"608","Ficus","maxima",NA,"","kew-2811280",TRUE,"1.1","Accepted","Moraceae","Ficus","","maxima","","Mill.","kew-2811280",FALSE,FALSE
"609","Ficus","yoponensis",NA,"","kew-2812862",TRUE,"1.1","Accepted","Moraceae","Ficus","","yoponensis","","Desv.","kew-2812862",FALSE,FALSE
"610","Ficus","nymphiifolia",NA,"","",FALSE,"1.1","","","Ficus","","nymphiifolia","","","",FALSE,FALSE
"611","Ficus","obtusifolia",NA,"","kew-2811522",TRUE,"1.1","Accepted","Moraceae","Ficus","","obtusifolia","","Kunth","kew-2811522",FALSE,FALSE
"612","Ficus","popenoei",NA,"","kew-2811803",TRUE,"1.1","Accepted","Moraceae","Ficus","","popenoei","","Standl.","kew-2811803",FALSE,FALSE
"613","Banara","arguta",NA,"","kew-4668394",TRUE,"1.1","Accepted","Salicaceae","Banara","","arguta","","Briq.","kew-4668394",FALSE,FALSE
"614","Ocotea","dispyrifolia",NA,"","kew-2401097",TRUE,"1.1","Accepted","Lauraceae","Ocotea","","diospyrifolia","","(Meisn.) Mez","kew-2401097",TRUE,FALSE
"615","Eugenia","punicifolia",NA,"","kew-76536",TRUE,"1.1","Accepted","Myrtaceae","Eugenia","","punicifolia","","(Kunth) DC.","kew-76536",FALSE,FALSE
"616","Cecropia","sp.",NA,"","",FALSE,"1.1","","","Cecropia","","sp.","","","",FALSE,FALSE
"617","Cecropia.a","sp.",NA,"","",FALSE,"1.1","","","Cecropia.a","","sp.","","","",FALSE,FALSE
"618","Duroia","duckei",NA,"","kew-65306",TRUE,"1.1","Accepted","Rubiaceae","Duroia","","duckei","","Huber","kew-65306",FALSE,FALSE
"619","Bactris","maraja",NA,"","kew-18948",TRUE,"1.1","Accepted","Arecaceae","Bactris","","maraja","","Mart.","kew-18948",FALSE,FALSE
"620","Bacins","bidentula",NA,"","",FALSE,"1.1","","","Bacins","","bidentula","","","",FALSE,FALSE
"621","Crateva","tapia",NA,"","kew-2742390",TRUE,"1.1","Accepted","Capparaceae","Crateva","","tapia","","L.","kew-2742390",FALSE,FALSE
"622","Cayaponia","cruegeri",NA,"","kew-2706399",TRUE,"1.1","Accepted","Cucurbitaceae","Cayaponia","","cruegeri","","(Naudin) Cogn.","kew-2706399",FALSE,FALSE
"623","Annona","muricata",NA,"","kew-2640944",TRUE,"1.1","Accepted","Annonaceae","Annona","","muricata","","L.","kew-2640944",FALSE,FALSE
"624","Cayaponia","tubulosa",NA,"","kew-2706491",TRUE,"1.1","Accepted","Cucurbitaceae","Cayaponia","","tubulosa","","Cogn.","kew-2706491",FALSE,FALSE
"625","Genipa","spruceana",NA,"","kew-89143",TRUE,"1.1","Accepted","Rubiaceae","Genipa","","spruceana","","Steyerm.","kew-89143",FALSE,FALSE
"626","Ternstroemia","penduliflora",NA,"","tro-31600225",TRUE,"1.1","Accepted","Pentaphylacaceae","Ternstroemia","","penduliflora","","Kobuski","tro-31600225",FALSE,FALSE
"627","Leona","glycycarpa",NA,"","",FALSE,"1.1","","","Leona","","glycycarpa","","","",FALSE,FALSE
"628","Dulacia","candida",NA,"","kew-2779186",TRUE,"1.1","Accepted","Olacaceae","Dulacia","","candida","","(Poepp.) Kuntze","kew-2779186",FALSE,FALSE
"629","Carica","microcarpa",NA,"","kew-2700909",TRUE,"1.1","Synonym","Caricaceae","Vasconcellea","","microcarpa","","(Jacq.) A.DC.","kew-2456774",FALSE,FALSE
"630","Mangifera","indica",NA,"","kew-2362842",TRUE,"1.1","Accepted","Anacardiaceae","Mangifera","","indica","","L.","kew-2362842",FALSE,FALSE
"631","durio","sp.",NA,"","",FALSE,"1.1","","","durio","","sp.","","","",FALSE,FALSE
"632","Artocampus","integer",NA,"","",FALSE,"1.1","","","Artocampus","","integer","","","",FALSE,FALSE
"633","ephelium","lappaceum",NA,"","",FALSE,"1.1","","","ephelium","","lappaceum","","","",FALSE,FALSE
"634","Garcinia","mangostana",NA,"","kew-2816978",TRUE,"1.1","Accepted","Clusiaceae","Garcinia","×","mangostana","","L.","kew-2816978",FALSE,FALSE
"635","Tamarindus","indica",NA,"","ild-1720",TRUE,"1.1","Accepted","Leguminosae","Tamarindus","","indica","","L.","ild-1720",FALSE,FALSE
"636","Dimocarpus","longan",NA,"","kew-2768547",TRUE,"1.1","Accepted","Sapindaceae","Dimocarpus","","longan","","Lour.","kew-2768547",FALSE,FALSE
"637","dillenia","sp.",NA,"","",FALSE,"1.1","","","dillenia","","sp.","","","",FALSE,FALSE
"638","Carica","papapya",NA,"","kew-2700919",TRUE,"1.1","Accepted","Caricaceae","Carica","","papaya","","L.","kew-2700919",TRUE,FALSE
"639","Corema","album",NA,"","kew-2737495",TRUE,"1.1","Accepted","Ericaceae","Corema","","album","","(L.) D.Don","kew-2737495",FALSE,FALSE
"640","Pyrus","bourgaeana",NA,"","rjp-9567",TRUE,"1.1","Accepted","Rosaceae","Pyrus","","bourgaeana","","Decne.","rjp-9567",FALSE,FALSE
"641","Rubus","ulmifolius",NA,"","rjp-12",TRUE,"1.1","Accepted","Rosaceae","Rubus","","ulmifolius","","Schott","rjp-12",FALSE,FALSE
"642","Genipa","americana",NA,"","kew-89085",TRUE,"1.1","Accepted","Rubiaceae","Genipa","","americana","","L.","kew-89085",FALSE,FALSE
"643","Jacaratia","spinosa",NA,"","kew-2870238",TRUE,"1.1","Accepted","Caricaceae","Jacaratia","","spinosa","","(Aubl.) A.DC.","kew-2870238",FALSE,FALSE
"644","Dimocarpus","longan",NA,"","kew-2768547",TRUE,"1.1","Accepted","Sapindaceae","Dimocarpus","","longan","","Lour.","kew-2768547",FALSE,FALSE
"645","Carica","papaya",NA,"","kew-2700919",TRUE,"1.1","Accepted","Caricaceae","Carica","","papaya","","L.","kew-2700919",FALSE,FALSE
"646","Manilkara","zapota",NA,"","kew-120271",TRUE,"1.1","Accepted","Sapotaceae","Manilkara","","zapota","","(L.) P.Royen","kew-120271",FALSE,FALSE
"647","Psidium","guajava",NA,"","kew-166741",TRUE,"1.1","Accepted","Myrtaceae","Psidium","","guajava","","L.","kew-166741",FALSE,FALSE
"648","Melia","azedarach",NA,"","kew-2505106",TRUE,"1.1","Accepted","Meliaceae","Melia","","azedarach","","L.","kew-2505106",FALSE,FALSE
"649","Eriobotrya","japonica",NA,"","rjp-1354",TRUE,"1.1","Accepted","Rosaceae","Eriobotrya","","japonica","","(Thunb.) Lindl.","rjp-1354",FALSE,FALSE
"650","Morus","alba",NA,"","kew-2501381",TRUE,"1.1","Accepted","Moraceae","Morus","","alba","","L.","kew-2501381",FALSE,FALSE
"651","Epomophorus","wahlbergi",NA,"","",FALSE,"1.1","","","Epomophorus","","wahlbergi","","","",FALSE,FALSE
"652","Solanum","giganteum",NA,"","tro-29603565",TRUE,"1.1","Accepted","Solanaceae","Solanum","","giganteum","","Jacq.","tro-29603565",FALSE,FALSE
"653","Solanum","mauritianum",NA,"","tro-29600120",TRUE,"1.1","Accepted","Solanaceae","Solanum","","mauritianum","","Scop.","tro-29600120",FALSE,FALSE
"654","Psittacanthus","schiedeanus",NA,"","kew-2536410",TRUE,"1.1","Accepted","Loranthaceae","Psittacanthus","","schiedeanus","","(Schltdl. & Cham.) G.Don","kew-2536410",FALSE,FALSE
"655","Solanum","giganteum",NA,"","tro-29603565",TRUE,"1.1","Accepted","Solanaceae","Solanum","","giganteum","","Jacq.","tro-29603565",FALSE,FALSE
"656","Syzygium","cordatum",NA,"","kew-199448",TRUE,"1.1","Accepted","Myrtaceae","Syzygium","","cordatum","","Hochst. ex Krauss","kew-199448",FALSE,FALSE
"657","Bridelia","micrantha",NA,"","kew-24564",TRUE,"1.1","Accepted","Phyllanthaceae","Bridelia","","micrantha","","(Hochst.) Baill.","kew-24564",FALSE,FALSE
"658","Celtis","africana",NA,"","kew-2708140",TRUE,"1.1","Accepted","Cannabaceae","Celtis","","africana","","Burm.f.","kew-2708140",FALSE,FALSE
"659","Clerodendrum","glabrum",NA,"","kew-42630",TRUE,"1.1","Synonym","Lamiaceae","Volkameria","","glabra","","(E.Mey.) Mabb. & Y.W.Yuan","kew-461983",FALSE,FALSE
"660","Ficus","lutea",NA,"","kew-2811176",TRUE,"1.1","Accepted","Moraceae","Ficus","","lutea","","Vahl","kew-2811176",FALSE,FALSE
"661","Ficus","natalensis",NA,"","kew-2811434",TRUE,"1.1","Accepted","Moraceae","Ficus","","natalensis","","Hochst.","kew-2811434",FALSE,FALSE
"662","Ficus","petersii",NA,"","kew-2811712",TRUE,"1.1","Synonym","Moraceae","Ficus","","thonningii","","Blume","kew-2812561",FALSE,FALSE
"663","Ficus","sur",NA,"","kew-2812498",TRUE,"1.1","Accepted","Moraceae","Ficus","","sur","","Forssk.","kew-2812498",FALSE,FALSE
"664","Grewia","occidentalis",NA,"","kew-2833265",TRUE,"1.1","Accepted","Malvaceae","Grewia","","occidentalis","","L.","kew-2833265",FALSE,FALSE
"665","Mimusops","caffra",NA,"","kew-128411",TRUE,"1.1","Accepted","Sapotaceae","Mimusops","","caffra","","E.Mey. ex A.DC.","kew-128411",FALSE,FALSE
"666","Rhamnus","prinoides",NA,"","kew-2522744",TRUE,"1.1","Accepted","Rhamnaceae","Rhamnus","","prinoides","","L'Hér.","kew-2522744",FALSE,FALSE
"667","Genipa","americana",NA,"","kew-89085",TRUE,"1.1","Accepted","Rubiaceae","Genipa","","americana","","L.","kew-89085",FALSE,FALSE
"668","Sciadodendron","excelsum",NA,"","kew-188493",TRUE,"1.1","Synonym","Araliaceae","Aralia","","excelsa","","(Griseb.) J.Wen","kew-14057",FALSE,FALSE
"669","Trichilia","martiana",NA,"","kew-2514986",TRUE,"1.1","Accepted","Meliaceae","Trichilia","","martiana","","C.DC.","kew-2514986",FALSE,FALSE
"670","Acacia","collinsii",NA,"","ild-28174",TRUE,"1.1","Accepted","Leguminosae","Acacia","","collinsii","","Saff.","ild-28174",FALSE,FALSE
"671","Casearia","arguta",NA,"","kew-4701987",TRUE,"1.1","Accepted","Salicaceae","Casearia","","arguta","","Kunth","kew-4701987",FALSE,FALSE
"672","Aframomum","angustifolium",NA,"","kew-218350",TRUE,"1.1","Accepted","Zingiberaceae","Aframomum","","angustifolium","","(Sonn.) K.Schum.","kew-218350",FALSE,FALSE
"673","Bridelia","speciosa",NA,"","kew-24647",TRUE,"1.1","Accepted","Phyllanthaceae","Bridelia","","speciosa","","Müll.Arg.","kew-24647",FALSE,FALSE
"674","Ficus.","sp.",NA,"","",FALSE,"1.1","","","Ficus.","","sp.","","","",FALSE,FALSE
"675","Harungana","madagascariensis",NA,"","kew-2840115",TRUE,"1.1","Accepted","Hypericaceae","Harungana","","madagascariensis","","Lam. ex Poir.","kew-2840115",FALSE,FALSE
"676","Landophia","sp.",NA,"","",FALSE,"1.1","","","Landophia","","sp.","","","",FALSE,FALSE
